route_id,route,month,seats,weekly_frequency,block_hours,is_udan_route,atf_price_per_litre,load_factor,avg_fare,passengers,ticket_revenue,ancillary_revenue,udan_subsidy,fuel_cost,lease_crew_cost,airport_handling_cost,total_revenue,total_cost,ebitda,ebitda_margin
1,Jamshedpur-Bhubaneswar-R1,2025-02,78,10,1.41,False,117.56,0.674,2520.0,2275.0,5731723.0,537172.0,0.0,13640977.0,471020.0,949975.0,6268895.0,15061972.0,-8793077.0,-1.4027
1,Jamshedpur-Bhubaneswar-R1,2025-03,78,10,1.41,False,114.95,0.659,2713.0,2227.0,6041051.0,755902.0,0.0,13338221.0,546596.0,1272859.0,6796953.0,15157675.0,-8360723.0,-1.2301
2,Nashik-Pune-R2,2024-04,90,3,0.83,False,90.59,0.726,3956.0,848.0,3356231.0,294520.0,0.0,1593557.0,192195.0,303113.0,3650750.0,2088865.0,1561885.0,0.4278
2,Nashik-Pune-R2,2024-05,90,3,0.83,False,90.73,0.72,3537.0,842.0,2978064.0,169273.0,0.0,1595990.0,167532.0,408751.0,3147338.0,2172273.0,975064.0,0.3098
2,Nashik-Pune-R2,2024-06,90,3,0.83,False,93.2,0.671,3790.0,784.0,2971451.0,323514.0,0.0,1639425.0,217192.0,364194.0,3294965.0,2220810.0,1074154.0,0.326
2,Nashik-Pune-R2,2024-07,90,3,0.83,False,89.2,0.713,3679.0,833.0,3065522.0,330462.0,0.0,1569060.0,192918.0,270622.0,3395984.0,2032600.0,1363385.0,0.4015
2,Nashik-Pune-R2,2024-08,90,3,0.83,False,93.3,0.739,3748.0,864.0,3239302.0,333253.0,0.0,1641253.0,215671.0,364662.0,3572555.0,2221586.0,1350969.0,0.3782
2,Nashik-Pune-R2,2024-09,90,3,0.83,False,92.7,0.726,4172.0,849.0,3542676.0,285277.0,0.0,1630607.0,165010.0,309439.0,3827952.0,2105056.0,1722896.0,0.4501
2,Nashik-Pune-R2,2024-10,90,3,0.83,False,113.25,0.735,4168.0,859.0,3581677.0,176022.0,0.0,1992129.0,202829.0,264844.0,3757699.0,2459802.0,1297897.0,0.3454
2,Nashik-Pune-R2,2024-11,90,3,0.83,False,121.01,0.602,4225.0,704.0,2975204.0,130622.0,0.0,2128600.0,230705.0,321532.0,3105826.0,2680837.0,424989.0,0.1368
2,Nashik-Pune-R2,2024-12,90,3,0.83,False,122.6,0.805,4691.0,941.0,4413807.0,381137.0,0.0,2156532.0,201633.0,319929.0,4794944.0,2678094.0,2116851.0,0.4415
2,Nashik-Pune-R2,2025-01,90,3,0.83,False,110.05,0.66,3969.0,772.0,3063032.0,142908.0,0.0,1935856.0,220765.0,396796.0,3205940.0,2553416.0,652524.0,0.2035
2,Nashik-Pune-R2,2025-02,90,3,0.83,False,107.52,0.585,3769.0,683.0,2575475.0,169129.0,0.0,1891289.0,208223.0,366031.0,2744604.0,2465544.0,279060.0,0.1017
2,Nashik-Pune-R2,2025-03,90,3,0.83,False,122.82,0.655,3852.0,766.0,2949850.0,144722.0,0.0,2160516.0,200364.0,301276.0,3094572.0,2662156.0,432416.0,0.1397
3,Kanpur-Lucknow-R3,2024-04,90,14,1.93,False,91.53,0.723,3141.0,3942.0,12382131.0,865317.0,0.0,18322586.0,756182.0,1460418.0,13247447.0,20539186.0,-7291738.0,-0.5504
3,Kanpur-Lucknow-R3,2024-05,90,14,1.93,False,88.17,0.735,3504.0,4012.0,14056649.0,1579867.0,0.0,17649197.0,1053789.0,1531505.0,15636516.0,20234491.0,-4597975.0,-0.2941
3,Kanpur-Lucknow-R3,2024-06,90,14,1.93,False,95.92,0.738,3181.0,4027.0,12809068.0,1086065.0,0.0,19200964.0,773562.0,1724945.0,13895134.0,21699472.0,-7804338.0,-0.5617
3,Kanpur-Lucknow-R3,2024-07,90,14,1.93,False,92.55,0.652,3025.0,3555.0,10753327.0,744559.0,0.0,18526694.0,1031926.0,1221249.0,11497886.0,20779870.0,-9281984.0,-0.8073
3,Kanpur-Lucknow-R3,2024-08,90,14,1.93,False,90.85,0.813,3068.0,4434.0,13601112.0,1128317.0,0.0,18186533.0,1013089.0,1915930.0,14729430.0,21115552.0,-6386123.0,-0.4336
3,Kanpur-Lucknow-R3,2024-09,90,14,1.93,False,91.98,0.715,3302.0,3902.0,12884694.0,917417.0,0.0,18413578.0,786664.0,1666275.0,13802111.0,20866517.0,-7064407.0,-0.5118
3,Kanpur-Lucknow-R3,2024-10,90,14,1.93,False,110.21,0.634,3232.0,3461.0,11187878.0,788966.0,0.0,22061394.0,1022461.0,1698312.0,11976844.0,24782166.0,-12805322.0,-1.0692
3,Kanpur-Lucknow-R3,2024-11,90,14,1.93,False,119.53,0.656,3386.0,3579.0,12116680.0,1063814.0,0.0,23927585.0,972916.0,1902178.0,13180494.0,26802680.0,-13622185.0,-1.0335
3,Kanpur-Lucknow-R3,2024-12,90,14,1.93,False,110.69,0.672,3484.0,3664.0,12764731.0,1216994.0,0.0,22157769.0,777571.0,1210263.0,13981724.0,24145604.0,-10163879.0,-0.7269
3,Kanpur-Lucknow-R3,2025-01,90,14,1.93,False,122.28,0.798,3295.0,4352.0,14339812.0,1623351.0,0.0,24478492.0,904355.0,1757173.0,15963163.0,27140020.0,-11176857.0,-0.7002
3,Kanpur-Lucknow-R3,2025-02,90,14,1.93,False,112.44,0.641,3330.0,3499.0,11648659.0,825078.0,0.0,22508378.0,926587.0,1605474.0,12473737.0,25040438.0,-12566701.0,-1.0075
3,Kanpur-Lucknow-R3,2025-03,90,14,1.93,False,127.97,0.653,3291.0,3564.0,11729649.0,1199126.0,0.0,25616413.0,1044685.0,1476373.0,12928775.0,28137471.0,-15208696.0,-1.1763
4,Coimbatore-Chennai-R4,2024-04,108,5,1.13,False,88.49,0.703,2623.0,1644.0,4311060.0,621123.0,0.0,4028824.0,363974.0,433308.0,4932182.0,4826107.0,106076.0,0.0215
4,Coimbatore-Chennai-R4,2024-05,108,5,1.13,False,94.33,0.751,2530.0,1756.0,4444029.0,380860.0,0.0,4295031.0,334687.0,396110.0,4824889.0,5025828.0,-200939.0,-0.0416
4,Coimbatore-Chennai-R4,2024-06,108,5,1.13,False,91.2,0.739,2507.0,1728.0,4332187.0,556124.0,0.0,4152466.0,419647.0,509009.0,4888311.0,5081122.0,-192811.0,-0.0394
4,Coimbatore-Chennai-R4,2024-07,108,5,1.13,False,93.06,0.728,2579.0,1703.0,4391161.0,654281.0,0.0,4236900.0,323862.0,444712.0,5045441.0,5005474.0,39968.0,0.0079
4,Coimbatore-Chennai-R4,2024-08,108,5,1.13,False,100.44,0.811,2782.0,1895.0,5272568.0,530506.0,0.0,4573236.0,324731.0,502942.0,5803074.0,5400910.0,402164.0,0.0693
4,Coimbatore-Chennai-R4,2024-09,108,5,1.13,False,92.78,0.658,2733.0,1539.0,4205832.0,296238.0,0.0,4224525.0,456343.0,419741.0,4502070.0,5100609.0,-598538.0,-0.1329
4,Coimbatore-Chennai-R4,2024-10,108,5,1.13,False,122.34,0.618,2669.0,1446.0,3859479.0,530747.0,0.0,5570294.0,413901.0,625814.0,4390226.0,6610009.0,-2219782.0,-0.5056
4,Coimbatore-Chennai-R4,2024-11,108,5,1.13,False,109.78,0.694,2769.0,1623.0,4493876.0,472430.0,0.0,4998606.0,375211.0,583552.0,4966306.0,5957369.0,-991063.0,-0.1996
4,Coimbatore-Chennai-R4,2024-12,108,5,1.13,False,111.37,0.58,2779.0,1355.0,3765559.0,319582.0,0.0,5070633.0,372569.0,500754.0,4085141.0,5943955.0,-1858814.0,-0.455
4,Coimbatore-Chennai-R4,2025-01,108,5,1.13,False,113.2,0.622,2688.0,1454.0,3908265.0,592815.0,0.0,5153962.0,455066.0,535464.0,4501079.0,6144492.0,-1643413.0,-0.3651
4,Coimbatore-Chennai-R4,2025-02,108,5,1.13,False,114.71,0.79,2794.0,1846.0,5158169.0,688780.0,0.0,5222895.0,397402.0,581537.0,5846948.0,6201834.0,-354886.0,-0.0607
4,Coimbatore-Chennai-R4,2025-03,108,5,1.13,False,115.77,0.614,2841.0,1436.0,4080238.0,555258.0,0.0,5271143.0,337184.0,575918.0,4635495.0,6184245.0,-1548749.0,-0.3341
5,Indore-Bhopal-R5,2024-04,108,3,1.82,False,88.48,0.694,2898.0,973.0,2821450.0,358079.0,0.0,3408936.0,262106.0,405864.0,3179529.0,4076907.0,-897378.0,-0.2822
5,Indore-Bhopal-R5,2024-05,108,3,1.82,False,92.1,0.652,2604.0,915.0,2382135.0,299916.0,0.0,3548184.0,205845.0,336562.0,2682051.0,4090590.0,-1408540.0,-0.5252
5,Indore-Bhopal-R5,2024-06,108,3,1.82,False,93.83,0.588,2736.0,824.0,2254874.0,299483.0,0.0,3614754.0,262478.0,323323.0,2554357.0,4200556.0,-1646198.0,-0.6445
5,Indore-Bhopal-R5,2024-07,108,3,1.82,False,85.81,0.69,2774.0,967.0,2683733.0,201312.0,0.0,3305930.0,198307.0,353459.0,2885045.0,3857695.0,-972650.0,-0.3371
5,Indore-Bhopal-R5,2024-08,108,3,1.82,False,94.54,0.691,2804.0,969.0,2717538.0,252026.0,0.0,3642241.0,271418.0,372494.0,2969564.0,4286153.0,-1316590.0,-0.4434
5,Indore-Bhopal-R5,2024-09,108,3,1.82,False,92.81,0.673,2675.0,944.0,2526193.0,205725.0,0.0,3575641.0,203725.0,404064.0,2731918.0,4183429.0,-1451511.0,-0.5313
5,Indore-Bhopal-R5,2024-10,108,3,1.82,False,114.63,0.774,2750.0,1086.0,2985845.0,439355.0,0.0,4416274.0,260770.0,320998.0,3425200.0,4998042.0,-1572843.0,-0.4592
5,Indore-Bhopal-R5,2024-11,108,3,1.82,False,118.09,0.736,2977.0,1033.0,3075162.0,215338.0,0.0,4549419.0,267104.0,349678.0,3290501.0,5166201.0,-1875701.0,-0.57
5,Indore-Bhopal-R5,2024-12,108,3,1.82,False,115.17,0.658,2872.0,922.0,2649118.0,266628.0,0.0,4436945.0,264837.0,287534.0,2915746.0,4989316.0,-2073570.0,-0.7112
5,Indore-Bhopal-R5,2025-01,108,3,1.82,False,112.93,0.711,2931.0,998.0,2925369.0,366778.0,0.0,4350645.0,200370.0,415141.0,3292147.0,4966156.0,-1674009.0,-0.5085
5,Indore-Bhopal-R5,2025-02,108,3,1.82,False,120.09,0.713,2957.0,1000.0,2955622.0,419646.0,0.0,4626456.0,250433.0,352052.0,3375268.0,5228941.0,-1853673.0,-0.5492
5,Indore-Bhopal-R5,2025-03,108,3,1.82,False,110.58,0.717,2756.0,1006.0,2771192.0,215529.0,0.0,4260167.0,260451.0,269865.0,2986721.0,4790483.0,-1803762.0,-0.6039
6,Rajkot-Ahmedabad-R6,2024-04,78,14,1.72,True,86.02,0.647,2209.0,3060.0,6760539.0,1174702.0,849957.0,14464051.0,885172.0,1878561.0,8785197.0,17227784.0,-8442587.0,-0.961
6,Rajkot-Ahmedabad-R6,2024-05,78,14,1.72,True,92.59,0.79,2544.0,3737.0,9508459.0,708685.0,1332879.0,15569199.0,679679.0,1519345.0,11550022.0,17768223.0,-6218200.0,-0.5384
6,Rajkot-Ahmedabad-R6,2024-06,78,14,1.72,True,96.06,0.731,2286.0,3454.0,7896531.0,750428.0,1527680.0,16152226.0,700384.0,1320948.0,10174639.0,18173557.0,-7998919.0,-0.7862
6,Rajkot-Ahmedabad-R6,2024-07,78,14,1.72,True,94.41,0.828,2221.0,3916.0,8698282.0,756149.0,1579877.0,15874785.0,654579.0,1841517.0,11034308.0,18370881.0,-7336573.0,-0.6649
6,Rajkot-Ahmedabad-R6,2024-08,78,14,1.72,True,86.51,0.781,2314.0,3691.0,8541182.0,827055.0,1862001.0,14545848.0,781093.0,1756594.0,11230238.0,17083535.0,-5853296.0,-0.5212
6,Rajkot-Ahmedabad-R6,2024-09,78,14,1.72,True,91.43,0.745,2429.0,3521.0,8553756.0,1433332.0,1284212.0,15373964.0,817404.0,1685046.0,11271300.0,17876413.0,-6605114.0,-0.586
6,Rajkot-Ahmedabad-R6,2024-10,78,14,1.72,True,121.46,0.748,2513.0,3537.0,8886428.0,979588.0,1487738.0,20423087.0,677944.0,1204963.0,11353755.0,22305995.0,-10952240.0,-0.9646
6,Rajkot-Ahmedabad-R6,2024-11,78,14,1.72,True,115.88,0.674,2571.0,3188.0,8197505.0,1059456.0,1321283.0,19485086.0,765962.0,1275857.0,10578244.0,21526905.0,-10948662.0,-1.035
6,Rajkot-Ahmedabad-R6,2024-12,78,14,1.72,True,113.87,0.697,2492.0,3298.0,8218619.0,968906.0,1171640.0,19146393.0,815714.0,1571319.0,10359165.0,21533426.0,-11174261.0,-1.0787
6,Rajkot-Ahmedabad-R6,2025-01,78,14,1.72,True,118.04,0.736,2607.0,3481.0,9075502.0,1284299.0,1587436.0,19848010.0,772842.0,1622444.0,11947237.0,22243297.0,-10296060.0,-0.8618
6,Rajkot-Ahmedabad-R6,2025-02,78,14,1.72,True,114.54,0.811,2541.0,3835.0,9742736.0,1537907.0,1659805.0,19259118.0,799852.0,1769994.0,12940448.0,21828964.0,-8888516.0,-0.6869
6,Rajkot-Ahmedabad-R6,2025-03,78,14,1.72,True,110.63,0.765,2666.0,3617.0,9643956.0,699276.0,1427895.0,18602675.0,743270.0,1237977.0,11771127.0,20583922.0,-8812795.0,-0.7487
7,Guwahati-Dibrugarh-R7,2024-04,108,5,1.84,False,96.09,0.779,5094.0,1821.0,9274157.0,380036.0,0.0,6144319.0,372179.0,680200.0,9654194.0,7196698.0,2457496.0,0.2546
7,Guwahati-Dibrugarh-R7,2024-05,108,5,1.84,False,99.26,0.751,5136.0,1756.0,9019427.0,605961.0,0.0,6346994.0,423359.0,507255.0,9625387.0,7277608.0,2347780.0,0.2439
7,Guwahati-Dibrugarh-R7,2024-06,108,5,1.84,False,92.3,0.72,5492.0,1683.0,9244491.0,515069.0,0.0,5901776.0,341941.0,439986.0,9759561.0,6683703.0,3075857.0,0.3152
7,Guwahati-Dibrugarh-R7,2024-07,108,5,1.84,False,94.69,0.823,5027.0,1924.0,9671088.0,733663.0,0.0,6054918.0,466185.0,432618.0,10404751.0,6953721.0,3451030.0,0.3317
7,Guwahati-Dibrugarh-R7,2024-08,108,5,1.84,False,96.21,0.698,5668.0,1633.0,9256415.0,590009.0,0.0,6151984.0,382530.0,531953.0,9846424.0,7066467.0,2779957.0,0.2823
7,Guwahati-Dibrugarh-R7,2024-09,108,5,1.84,False,90.91,0.669,5165.0,1563.0,8073850.0,298120.0,0.0,5813296.0,352328.0,478223.0,8371970.0,6643847.0,1728123.0,0.2064
7,Guwahati-Dibrugarh-R7,2024-10,108,5,1.84,False,119.22,0.541,5380.0,1266.0,6810263.0,301861.0,0.0,7623148.0,444129.0,582953.0,7112124.0,8650231.0,-1538107.0,-0.2163
7,Guwahati-Dibrugarh-R7,2024-11,108,5,1.84,False,117.36,0.675,5658.0,1579.0,8935152.0,423240.0,0.0,7503972.0,398425.0,492286.0,9358392.0,8394684.0,963708.0,0.103
7,Guwahati-Dibrugarh-R7,2024-12,108,5,1.84,False,122.66,0.703,6170.0,1643.0,10139634.0,494865.0,0.0,7843186.0,454045.0,567657.0,10634499.0,8864887.0,1769611.0,0.1664
7,Guwahati-Dibrugarh-R7,2025-01,108,5,1.84,False,117.34,0.632,5581.0,1477.0,8242699.0,591028.0,0.0,7503159.0,412149.0,443502.0,8833727.0,8358811.0,474916.0,0.0538
7,Guwahati-Dibrugarh-R7,2025-02,108,5,1.84,False,115.77,0.675,5418.0,1579.0,8556090.0,454150.0,0.0,7402359.0,363554.0,571098.0,9010241.0,8337011.0,673230.0,0.0747
7,Guwahati-Dibrugarh-R7,2025-03,108,5,1.84,False,109.45,0.631,5334.0,1475.0,7869629.0,613245.0,0.0,6998728.0,410575.0,534432.0,8482874.0,7943735.0,539139.0,0.0636
8,Varanasi-Delhi-R8,2024-04,138,10,2.06,False,88.78,0.768,5516.0,4588.0,25309313.0,1310514.0,0.0,14668509.0,1023412.0,1175917.0,26619827.0,16867838.0,9751989.0,0.3663
8,Varanasi-Delhi-R8,2024-05,138,10,2.06,False,96.83,0.652,5078.0,3894.0,19772002.0,1386626.0,0.0,15998459.0,1099040.0,989444.0,21158628.0,18086944.0,3071684.0,0.1452
8,Varanasi-Delhi-R8,2024-06,138,10,2.06,False,87.04,0.648,4909.0,3873.0,19011903.0,1152287.0,0.0,14381218.0,1189526.0,1061267.0,20164190.0,16632010.0,3532180.0,0.1752
8,Varanasi-Delhi-R8,2024-07,138,10,2.06,False,86.68,0.756,4870.0,4517.0,21999338.0,905001.0,0.0,14320152.0,1024318.0,1265609.0,22904339.0,16610079.0,6294260.0,0.2748
8,Varanasi-Delhi-R8,2024-08,138,10,2.06,False,93.62,0.771,5128.0,4606.0,23616077.0,1240997.0,0.0,15468122.0,829654.0,845647.0,24857074.0,17143423.0,7713651.0,0.3103
8,Varanasi-Delhi-R8,2024-09,138,10,2.06,False,92.71,0.64,5127.0,3822.0,19594499.0,1481718.0,0.0,15316525.0,1094987.0,1264888.0,21076217.0,17676401.0,3399817.0,0.1613
8,Varanasi-Delhi-R8,2024-10,138,10,2.06,False,107.44,0.772,4905.0,4613.0,22627590.0,835400.0,0.0,17750657.0,1008633.0,1189972.0,23462991.0,19949262.0,3513729.0,0.1498
8,Varanasi-Delhi-R8,2024-11,138,10,2.06,False,107.4,0.66,5357.0,3946.0,21136070.0,935249.0,0.0,17743494.0,1138528.0,990377.0,22071320.0,19872399.0,2198921.0,0.0996
8,Varanasi-Delhi-R8,2024-12,138,10,2.06,False,119.91,0.569,5234.0,3399.0,17787688.0,835949.0,0.0,19810346.0,1151503.0,893119.0,18623637.0,21854968.0,-3231331.0,-0.1735
8,Varanasi-Delhi-R8,2025-01,138,10,2.06,False,111.38,0.595,5502.0,3557.0,19572582.0,1493022.0,0.0,18402127.0,924790.0,1026694.0,21065604.0,20353611.0,711992.0,0.0338
8,Varanasi-Delhi-R8,2025-02,138,10,2.06,False,112.42,0.581,5360.0,3473.0,18612869.0,1387925.0,0.0,18573594.0,1001829.0,860853.0,20000794.0,20436276.0,-435483.0,-0.0218
8,Varanasi-Delhi-R8,2025-03,138,10,2.06,False,110.63,0.72,5401.0,4304.0,23244390.0,1242852.0,0.0,18277422.0,1054695.0,987504.0,24487242.0,20319621.0,4167622.0,0.1702
9,Madurai-Bengaluru-R9,2024-04,90,7,2.14,False,91.76,0.623,2964.0,1699.0,5034309.0,676324.0,0.0,11088863.0,463078.0,860575.0,5710633.0,12412517.0,-6701884.0,-1.1736
9,Madurai-Bengaluru-R9,2024-05,90,7,2.14,False,94.35,0.741,3109.0,2022.0,6287876.0,481166.0,0.0,11402995.0,426769.0,611540.0,6769042.0,12441304.0,-5672262.0,-0.838
9,Madurai-Bengaluru-R9,2024-06,90,7,2.14,False,99.15,0.75,3287.0,2047.0,6726547.0,753354.0,0.0,11982275.0,447093.0,747675.0,7479900.0,13177043.0,-5697143.0,-0.7617
9,Madurai-Bengaluru-R9,2024-07,90,7,2.14,False,95.76,0.694,3154.0,1892.0,5968919.0,424736.0,0.0,11572267.0,468800.0,588818.0,6393655.0,12629884.0,-6236230.0,-0.9754
9,Madurai-Bengaluru-R9,2024-08,90,7,2.14,False,90.62,0.7,3275.0,1908.0,6249330.0,541764.0,0.0,10952088.0,376501.0,952851.0,6791095.0,12281439.0,-5490344.0,-0.8085
9,Madurai-Bengaluru-R9,2024-09,90,7,2.14,False,89.52,0.678,2850.0,1850.0,5272040.0,362030.0,0.0,10818715.0,450027.0,764577.0,5634070.0,12033319.0,-6399249.0,-1.1358
9,Madurai-Bengaluru-R9,2024-10,90,7,2.14,False,112.43,0.623,3408.0,1700.0,5793367.0,330675.0,0.0,13586962.0,492653.0,633427.0,6124042.0,14713042.0,-8589000.0,-1.4025
9,Madurai-Bengaluru-R9,2024-11,90,7,2.14,False,112.34,0.724,3415.0,1975.0,6744157.0,408536.0,0.0,13576814.0,521514.0,546103.0,7152693.0,14644431.0,-7491738.0,-1.0474
9,Madurai-Bengaluru-R9,2024-12,90,7,2.14,False,112.39,0.591,3535.0,1613.0,5700926.0,592412.0,0.0,13582938.0,517733.0,656056.0,6293338.0,14756727.0,-8463388.0,-1.3448
9,Madurai-Bengaluru-R9,2025-01,90,7,2.14,False,106.46,0.595,3076.0,1624.0,4993638.0,381202.0,0.0,12866559.0,428214.0,940379.0,5374840.0,14235153.0,-8860313.0,-1.6485
9,Madurai-Bengaluru-R9,2025-02,90,7,2.14,False,105.92,0.712,3234.0,1942.0,6279626.0,371622.0,0.0,12800269.0,394451.0,935473.0,6651248.0,14130194.0,-7478946.0,-1.1244
9,Madurai-Bengaluru-R9,2025-03,90,7,2.14,False,111.03,0.733,3141.0,2001.0,6284167.0,657901.0,0.0,13418222.0,412590.0,787119.0,6942068.0,14617932.0,-7675864.0,-1.1057
10,Raipur-Nagpur-R10,2024-04,78,7,1.99,False,93.55,0.703,4231.0,1661.0,7029057.0,400412.0,0.0,9037491.0,460494.0,738424.0,7429469.0,10236409.0,-2806940.0,-0.3778
10,Raipur-Nagpur-R10,2024-05,78,7,1.99,False,98.15,0.832,4680.0,1967.0,9207549.0,738033.0,0.0,9481630.0,369244.0,884718.0,9945582.0,10735592.0,-790010.0,-0.0794
10,Raipur-Nagpur-R10,2024-06,78,7,1.99,False,93.33,0.8,4570.0,1891.0,8642329.0,484612.0,0.0,9016116.0,332724.0,558240.0,9126941.0,9907080.0,-780139.0,-0.0855
10,Raipur-Nagpur-R10,2024-07,78,7,1.99,False,86.65,0.73,4306.0,1726.0,7431113.0,611042.0,0.0,8370928.0,428471.0,858989.0,8042155.0,9658388.0,-1616233.0,-0.201
10,Raipur-Nagpur-R10,2024-08,78,7,1.99,False,96.08,0.74,4728.0,1750.0,8274948.0,367980.0,0.0,9281788.0,342696.0,839688.0,8642928.0,10464172.0,-1821243.0,-0.2107
10,Raipur-Nagpur-R10,2024-09,78,7,1.99,False,93.19,0.729,4140.0,1723.0,7132182.0,311724.0,0.0,9002913.0,323373.0,966986.0,7443906.0,10293271.0,-2849365.0,-0.3828
10,Raipur-Nagpur-R10,2024-10,78,7,1.99,False,117.2,0.7,4705.0,1655.0,7785512.0,510803.0,0.0,11322377.0,415355.0,661504.0,8296315.0,12399237.0,-4102922.0,-0.4945
10,Raipur-Nagpur-R10,2024-11,78,7,1.99,False,105.55,0.716,4515.0,1692.0,7640089.0,644135.0,0.0,10197144.0,323613.0,798365.0,8284224.0,11319123.0,-3034899.0,-0.3663
10,Raipur-Nagpur-R10,2024-12,78,7,1.99,False,115.04,0.687,4496.0,1625.0,7306254.0,508376.0,0.0,11113874.0,381064.0,833122.0,7814629.0,12328059.0,-4513430.0,-0.5776
10,Raipur-Nagpur-R10,2025-01,78,7,1.99,False,122.54,0.677,4403.0,1601.0,7047124.0,449199.0,0.0,11838554.0,399061.0,550871.0,7496323.0,12788486.0,-5292163.0,-0.706
10,Raipur-Nagpur-R10,2025-02,78,7,1.99,False,121.04,0.655,4547.0,1548.0,7038856.0,609156.0,0.0,11692960.0,380887.0,835227.0,7648012.0,12909074.0,-5261062.0,-0.6879
10,Raipur-Nagpur-R10,2025-03,78,7,1.99,False,107.34,0.656,4747.0,1551.0,7363870.0,599005.0,0.0,10369858.0,459550.0,635603.0,7962875.0,11465011.0,-3502136.0,-0.4398
11,Jodhpur-Jaipur-R11,2024-04,90,7,1.83,False,95.64,0.565,4142.0,1540.0,6379224.0,487928.0,0.0,10118973.0,388561.0,929172.0,6867152.0,11436705.0,-4569554.0,-0.6654
11,Jodhpur-Jaipur-R11,2024-05,90,7,1.83,False,89.74,0.671,3995.0,1831.0,7316262.0,419480.0,0.0,9494621.0,500616.0,555399.0,7735742.0,10550637.0,-2814896.0,-0.3639
11,Jodhpur-Jaipur-R11,2024-06,90,7,1.83,False,97.72,0.727,4417.0,1984.0,8762098.0,779569.0,0.0,10338255.0,439419.0,681001.0,9541667.0,11458674.0,-1917008.0,-0.2009
11,Jodhpur-Jaipur-R11,2024-07,90,7,1.83,False,101.54,0.736,3918.0,2008.0,7866426.0,651429.0,0.0,10742556.0,534248.0,744018.0,8517855.0,12020823.0,-3502967.0,-0.4112
11,Jodhpur-Jaipur-R11,2024-08,90,7,1.83,False,94.73,0.727,4118.0,1983.0,8164914.0,419298.0,0.0,10021979.0,398777.0,836067.0,8584212.0,11256823.0,-2672611.0,-0.3113
11,Jodhpur-Jaipur-R11,2024-09,90,7,1.83,False,86.19,0.765,3862.0,2087.0,8059034.0,425174.0,0.0,9118796.0,502353.0,919439.0,8484208.0,10540589.0,-2056381.0,-0.2424
11,Jodhpur-Jaipur-R11,2024-10,90,7,1.83,False,115.15,0.604,4217.0,1649.0,6954129.0,482181.0,0.0,12182531.0,415712.0,564749.0,7436310.0,13162991.0,-5726681.0,-0.7701
11,Jodhpur-Jaipur-R11,2024-11,90,7,1.83,False,117.82,0.689,3898.0,1879.0,7323498.0,388122.0,0.0,12465384.0,414483.0,670664.0,7711620.0,13550532.0,-5838912.0,-0.7572
11,Jodhpur-Jaipur-R11,2024-12,90,7,1.83,False,119.73,0.699,4509.0,1906.0,8591892.0,792258.0,0.0,12667839.0,537338.0,576057.0,9384150.0,13781234.0,-4397084.0,-0.4686
