series_id,genre,episode_number,pacing_score,cognitive_load_score,runtime_min,cliffhanger_ending,new_character_introduced,recap_provided,avg_watch_pct,viewers_start_of_episode,viewers_completed_episode,dropoff_rate,dropoff_flag,segment,pc1,pc2
7,Drama,1,5.25,5.82,45.1,False,False,False,0.654,871650,730432,0.162,0,1,-0.6212905177814527,-0.9057393527915353
7,Drama,2,7.79,6.33,26.8,True,False,True,0.754,730432,683487,0.0643,0,3,-1.2562527389791978,1.1018829673037103
7,Drama,3,4.7,10.0,40.6,False,True,False,0.599,683487,319880,0.532,1,2,-2.483242548271803,0.21214930661595435
7,Drama,4,8.07,3.25,50.6,False,False,True,0.685,319880,291782,0.0878,0,1,1.1849189432837426,-0.4686855596490185
7,Drama,5,5.64,4.01,39.6,True,True,False,0.846,291782,260404,0.1075,0,3,0.3909258102445865,-0.6735941800178843
7,Drama,6,6.51,4.33,34.2,False,False,False,0.706,260404,229804,0.1175,0,3,-0.580478518880208,-0.4846868895555004
7,Drama,7,6.14,4.14,46.7,True,False,True,0.67,229804,214081,0.0684,0,1,0.20832337545463267,-1.0521910317340615
7,Drama,8,6.58,7.23,34.7,True,False,False,0.67,214081,194798,0.0901,0,2,-1.4984598884225715,0.45011581245622323
8,Crime,1,4.06,3.54,36.1,False,False,False,0.713,785473,602455,0.233,1,3,-0.6389057528711317,-1.9385015056343455
8,Crime,2,5.29,6.28,34.2,True,True,False,0.762,602455,429738,0.2867,1,3,-1.1007379037841374,-0.20644749679333116
8,Crime,3,6.45,5.79,42.4,False,False,True,0.679,429737,375032,0.1273,0,1,-0.48585741893119516,-0.2227980399283441
8,Crime,4,7.7,6.98,34.3,False,False,False,0.402,375032,218119,0.4184,1,2,-2.451248470778438,0.07858224252581254
8,Crime,5,4.78,7.37,33.4,False,True,False,0.906,218119,81638,0.6257,1,3,-0.9165263050180366,0.3905505206925949
8,Crime,6,5.86,3.93,26.8,False,False,False,0.789,81638,73573,0.0988,0,3,-0.7903262924487772,-0.5528210875740847
8,Crime,7,6.39,5.43,52.3,False,False,True,0.792,73573,62467,0.1509,0,0,0.8745900870109928,-0.20072751562599203
8,Crime,8,5.31,5.39,33.7,True,True,True,0.778,62467,53370,0.1456,0,3,-0.8158814751019818,-0.45247247505768134
9,Romance,1,6.87,5.49,31.1,True,True,False,0.765,589143,533160,0.095,0,3,-0.8120380929251582,0.32897711928241224
9,Romance,2,6.65,5.77,40.7,True,True,False,0.768,533160,435726,0.1827,0,2,-0.17573021607615444,0.16763232988069413
9,Romance,3,6.65,3.33,43.9,False,True,True,0.747,435726,365553,0.161,0,1,0.6577184921161936,-0.810414283602169
9,Romance,4,3.84,6.33,43.9,False,True,False,0.709,365553,124557,0.6593,1,1,-0.8727757368921687,-1.2071240894808655
9,Romance,5,7.19,5.87,29.9,False,False,False,0.768,124557,100884,0.1901,0,3,-0.9376056977588055,0.6446151519466876
9,Romance,6,8.01,5.23,21.7,False,False,False,0.724,100884,81286,0.1943,1,3,-1.437119156662985,0.8146237014469573
9,Romance,7,5.91,5.99,56.0,True,False,True,0.649,81286,68194,0.1611,0,1,0.27441480009228053,-0.7342911534776094
9,Romance,8,7.18,6.21,42.9,True,True,True,0.888,68194,54647,0.1987,1,0,0.5079693044946595,0.9051815610598755
10,SciFi,1,6.0,6.15,34.0,False,True,True,0.837,840957,755818,0.1012,0,3,-0.6116249261421163,0.3190309240909489
10,SciFi,2,5.92,4.42,35.1,True,True,False,0.846,755818,690555,0.0863,0,3,-0.018946084605498906,-0.3190735946755404
10,SciFi,3,6.48,6.86,19.9,False,True,False,1.0,690555,516184,0.2525,1,3,-1.0796803809047444,1.53918567363359
10,SciFi,4,7.0,6.04,48.3,True,False,False,0.975,516184,435361,0.1566,0,0,1.3288278370531026,0.9343602458109024
10,SciFi,5,6.42,5.86,52.7,True,False,False,0.718,435361,350872,0.1941,0,1,0.4597710963967718,-0.26918965974635134
10,SciFi,6,7.76,7.38,29.9,False,False,False,0.617,350872,271270,0.2269,1,2,-1.9286097268779692,0.9834008464970662
10,SciFi,7,7.29,6.39,38.2,True,False,True,0.691,271270,252947,0.0675,0,2,-0.7673361633013546,0.4965143770725345
10,SciFi,8,6.83,4.24,47.4,True,False,False,0.758,252947,227818,0.0993,0,1,0.7573769469597073,-0.4307833030916383
11,Romance,1,10.0,9.1,42.5,False,True,False,0.683,567746,362729,0.3611,1,2,-0.7209654715070134,2.6403376359349924
11,Romance,2,7.22,4.01,28.8,False,True,True,0.783,362729,311199,0.1421,0,3,-0.431330310637015,0.06917440372237231
11,Romance,3,7.49,4.9,46.0,False,False,True,0.936,311199,271134,0.1287,0,0,1.3855485601809259,0.6857641711814765
11,Romance,4,5.32,4.87,40.2,True,False,False,0.695,271134,136237,0.4975,1,1,-0.5384656249031305,-0.9969517248413744
11,Romance,5,8.03,5.3,47.7,False,False,True,0.885,136237,103179,0.2426,1,0,1.277685255351796,0.8975342370840911
11,Romance,6,7.57,4.59,57.4,False,False,True,0.557,103179,83474,0.191,0,1,0.670349988300431,-0.7443131923036839
11,Romance,7,6.19,6.28,47.5,True,False,False,0.711,83474,65525,0.215,1,2,-0.13344286550240333,-0.16309704784481655
11,Romance,8,5.53,4.89,23.5,True,True,True,1.0,65525,56073,0.1442,0,3,-0.42942282737291554,0.33254848710361457
12,Romance,1,4.57,4.6,42.6,False,True,False,0.836,742731,419464,0.4352,1,0,0.2139968181910722,-1.0567344065141595
12,Romance,2,6.0,5.37,37.7,True,True,True,1.0,419464,248647,0.4072,1,0,0.6218756983466703,0.481573648191005
12,Romance,3,8.61,6.77,36.6,True,False,True,0.765,248647,199046,0.1995,1,2,-0.4193281508365458,1.5123932603967043
12,Romance,4,5.8,5.35,33.3,True,False,True,0.711,199045,122267,0.3857,1,3,-1.044378043929334,-0.4324635204265628
12,Romance,5,7.63,3.5,40.3,False,False,True,0.926,122267,100312,0.1796,0,0,1.3166062342898353,0.32657983371195254
12,Romance,6,6.63,4.56,53.9,True,False,False,0.88,100312,74049,0.2618,1,0,1.6796949500860865,-0.1500514240444903
12,Romance,7,8.73,2.67,48.0,False,False,False,0.69,74049,68755,0.0715,0,1,1.2911261967240482,-0.2991436494978179
12,Romance,8,5.91,2.8,36.8,False,False,False,0.776,68755,59635,0.1326,0,1,0.24863993383611097,-1.1380240866089644
13,Drama,1,7.2,4.34,26.2,True,True,False,0.813,385756,315695,0.1816,0,3,-0.593623192856597,0.31247142493213753
13,Drama,2,6.56,7.73,45.4,False,True,True,0.78,315695,190327,0.3971,1,2,-0.3219026539961145,0.7709498451450895
13,Drama,3,6.83,3.05,55.1,False,True,True,0.766,190327,158896,0.1651,0,1,1.7200493396437275,-0.9569813767888027
13,Drama,4,5.35,5.67,36.9,True,False,True,0.857,158896,78203,0.5078,1,3,-0.2853083918660739,-0.14719614670855113
13,Drama,5,4.89,4.66,35.3,True,False,True,0.736,78203,61888,0.2086,1,3,-0.7551644157870115,-1.065425704896209
13,Drama,6,4.97,4.64,25.2,False,False,True,0.778,61888,54250,0.1234,0,3,-1.3271392024443494,-0.7323992381435581
13,Drama,7,5.76,6.94,46.4,True,True,False,0.731,54250,37887,0.3016,1,2,-0.3930441045468129,-0.05497960252363856
13,Drama,8,5.22,8.11,43.8,False,False,True,0.728,37887,21430,0.4344,1,2,-1.0342789373606347,0.13542149913539211
14,SciFi,1,5.7,5.35,44.6,True,True,True,0.766,867814,802544,0.0752,0,1,0.05666412243694021,-0.5047801243720738
14,SciFi,2,6.68,7.87,44.5,False,True,True,1.0,802544,661289,0.176,0,0,0.5773020643458588,1.5681609593381736
14,SciFi,3,6.91,5.78,56.3,True,True,False,0.889,661289,612037,0.0745,0,0,1.6176089791850714,0.39892993544849187
14,SciFi,4,6.99,5.0,43.0,False,True,True,0.845,612037,561074,0.0833,0,0,0.6249746237648363,0.2552726171950818
14,SciFi,5,6.11,6.7,33.4,True,False,False,1.0,561074,438287,0.2188,1,3,-0.06070568878033752,1.0756343731282785
14,SciFi,6,6.15,6.83,43.0,True,False,True,0.927,438287,408758,0.0674,0,0,0.3254841221442105,0.7517570972517786
14,SciFi,7,8.75,5.84,36.6,True,False,False,0.859,408758,395778,0.0318,0,2,0.28707252268127537,1.5402541820158953
14,SciFi,8,3.09,7.12,47.6,False,False,False,0.745,395778,314185,0.2062,1,0,-0.7856464124720663,-1.2385115681143162
15,Drama,1,8.4,3.0,51.5,False,True,False,0.788,414140,387904,0.0633,0,1,1.8470566489361036,-0.09897107310150285
15,Drama,2,5.93,7.18,51.5,False,True,False,0.723,387904,228647,0.4106,1,2,-0.06992134314749837,-0.0016567685420919305
15,Drama,3,6.45,4.54,38.1,True,True,True,0.749,228647,193364,0.1543,0,1,-0.1561877323404396,-0.37411273327689276
15,Drama,4,6.84,7.09,51.6,False,False,True,0.837,193364,137066,0.2911,1,0,0.6432078247225439,0.7475792772842278
15,Drama,5,9.47,8.56,26.4,False,True,False,0.828,137066,90596,0.339,1,2,-1.2640930789062699,2.9194278460185026
15,Drama,6,7.23,6.68,41.4,False,True,False,0.676,90596,59533,0.3429,1,2,-0.6792381332118528,0.4691611114728709
15,Drama,7,6.13,3.9,45.0,False,False,False,0.797,59533,50219,0.1564,0,1,0.7108286241377909,-0.7223481033859488
15,Drama,8,8.14,5.24,50.4,True,True,False,0.927,50219,44820,0.1075,0,0,1.7117206521036692,1.0113953592813512
16,Thriller,1,6.63,3.88,50.2,True,True,True,0.843,296178,257372,0.131,0,0,1.4175692161655893,-0.43956626460881926
16,Thriller,2,5.83,9.14,45.0,True,False,True,0.754,257372,161774,0.3714,1,2,-0.9984617612869999,0.8471736716555646
16,Thriller,3,6.6,5.59,39.7,True,True,False,0.845,161773,135772,0.1607,0,3,0.13273294540959005,0.33406445209832963
16,Thriller,4,5.36,5.11,44.2,True,True,False,0.495,135772,93527,0.3111,1,1,-1.1845962818297067,-1.5760802095475033
16,Thriller,5,9.05,3.6,47.2,False,True,False,0.733,93527,72755,0.2221,1,1,1.2223166871349707,0.3260190840671367
16,Thriller,6,9.31,5.85,43.0,True,False,False,0.9,72755,65740,0.0964,0,2,1.0669861496955164,1.8262022397019073
16,Thriller,7,9.29,1.93,39.6,True,False,True,0.768,65740,64560,0.0179,0,1,1.3020066161397863,0.0900743148655489
16,Thriller,8,6.69,9.89,51.2,False,False,False,0.921,64560,38381,0.4055,1,0,0.1800203932108028,1.926462196583281
17,SciFi,1,5.9,3.49,29.6,True,True,True,0.724,857326,785747,0.0835,0,3,-0.7349525615167899,-0.936211949277552
17,SciFi,2,9.49,7.61,32.8,False,False,True,0.686,785747,702453,0.106,0,2,-1.1369408044215996,2.04893359413196
17,SciFi,3,3.94,8.15,22.8,False,False,True,0.82,702453,485924,0.3082,1,3,-2.4950431109288265,0.1833343783909947
17,SciFi,4,6.16,7.55,24.9,False,False,True,0.766,485924,379871,0.2182,1,3,-1.9933909084842514,0.8257608378614395
17,SciFi,5,5.47,6.93,44.8,True,False,False,0.565,379871,249919,0.3421,1,2,-1.3115303047375562,-0.678616794726953
17,SciFi,6,10.0,6.91,43.8,False,False,True,0.734,249919,221685,0.113,0,2,0.21844607709342082,2.003898302023927
17,SciFi,7,5.86,4.71,32.4,False,False,True,0.925,221685,198121,0.1063,0,3,0.03420278902328764,0.04328919318614049
17,SciFi,8,7.31,6.14,42.5,False,False,True,0.67,198121,160478,0.19,0,2,-0.4556455665027291,0.27987299264562515
18,Comedy,1,5.72,4.28,43.3,False,False,False,0.527,570475,479492,0.1595,0,1,-0.8123141386446875,-1.5833752020466418
18,Comedy,2,3.29,5.43,50.5,False,False,False,1.0,479492,315086,0.3429,1,0,1.0890803509793863,-1.0049767833206995
18,Comedy,3,6.51,7.4,61.6,False,True,True,0.874,315086,223717,0.29,1,0,1.4338466450780747,0.6420353915524252
18,Comedy,4,4.81,5.59,34.4,True,False,False,0.638,223717,156053,0.3025,1,3,-1.53785119902952,-1.0616212406992682
18,Comedy,5,6.24,6.29,50.4,True,False,False,0.629,156053,99364,0.3633,1,1,-0.27006710962901337,-0.43727017823896747
18,Comedy,6,6.57,3.67,39.0,True,False,True,0.77,99364,95433,0.0396,0,1,0.27233702345412253,-0.57419932331506
18,Comedy,7,4.66,8.41,24.5,True,False,False,0.703,95433,63369,0.336,1,3,-2.8259382654978253,0.22876299859658003
18,Comedy,8,6.49,5.35,27.0,False,True,False,0.827,63369,47490,0.2506,1,3,-0.8830358591464516,0.35967586754548714
19,Comedy,1,8.38,7.55,53.1,True,True,False,0.636,770195,532870,0.3081,1,2,0.017758603744565008,0.9987396205020921
19,Comedy,2,5.65,4.84,28.1,True,True,False,0.919,532870,434804,0.184,0,3,-0.4004020964244544,0.04447449757390715
19,Comedy,3,6.2,4.0,45.2,False,True,True,1.0,434804,361923,0.1676,0,0,1.6207299541789932,-0.03402997237809471
19,Comedy,4,4.1,3.95,30.3,True,False,False,0.558,361923,237841,0.3428,1,3,-1.888271429843803,-2.1516965667804007
19,Comedy,5,8.52,4.85,36.6,True,False,False,0.882,237841,187115,0.2133,1,3,0.62318544089259,1.1531106535273594
19,Comedy,6,8.4,7.95,47.3,False,True,False,0.754,187115,104401,0.442,1,2,-0.009740157464871304,1.6107132781868576
19,Comedy,7,5.92,3.83,53.6,False,False,False,0.928,104401,83462,0.2006,1,0,1.9426152667802186,-0.5919808082432878
19,Comedy,8,2.57,4.28,38.3,True,True,False,0.742,83462,63016,0.245,1,3,-0.823109659178441,-2.33506456165717
20,Romance,1,4.53,5.93,45.4,False,True,False,0.689,361978,277828,0.2325,1,1,-0.6062574199678811,-1.106989523812001
20,Romance,2,7.73,4.36,44.6,False,False,True,0.966,277828,266340,0.0413,0,0,1.6070099833602576,0.7259121157371268
20,Romance,3,6.3,6.8,49.2,True,False,False,0.735,266340,230595,0.1342,0,2,-0.01900416495526272,0.11676005366061741
20,Romance,4,7.43,8.02,45.3,False,False,False,0.562,230595,184883,0.1982,1,2,-1.2247001511217779,0.6189899454851258
20,Romance,5,4.2,8.36,35.2,True,False,False,0.86,184883,129242,0.3009,1,3,-1.3675852597215186,0.29116178239624646
20,Romance,6,6.18,5.65,43.4,False,False,True,0.596,129242,115401,0.1071,0,1,-0.7916601551665616,-0.6723987415551488
20,Romance,7,5.05,5.84,48.7,True,False,True,0.933,115401,107579,0.0678,0,0,0.8637544833512978,-0.19885351056426112
20,Romance,8,7.5,5.83,21.3,True,False,True,0.834,107579,102832,0.0441,0,3,-1.237687750181074,1.1279259350240516
21,Crime,1,6.55,5.1,29.0,True,True,True,0.952,588619,540730,0.0814,0,3,-0.08768879659339265,0.6497306002807518
21,Crime,2,4.92,7.91,32.1,False,True,False,0.85,540730,354701,0.344,1,3,-1.3922601267605486,0.4974930862850044
21,Crime,3,5.28,3.18,42.5,True,False,False,0.741,354701,342234,0.0351,0,1,0.3089935684391141,-1.5089252756414233
21,Crime,4,4.34,2.56,43.5,True,False,False,0.658,342234,289519,0.154,0,1,0.012064480135975017,-2.4459708358836965
21,Crime,5,6.15,4.91,55.7,True,False,True,0.78,289519,250369,0.1352,0,0,1.1838204839011697,-0.5929391293139173
21,Crime,6,4.31,3.73,46.3,False,True,True,0.869,250369,232382,0.0718,0,0,0.841814472671251,-1.448609585051952
21,Crime,7,6.0,6.25,37.4,False,False,True,0.99,232382,219430,0.0557,0,0,0.30858219018391475,0.7657183451474978
21,Crime,8,10.0,3.47,49.7,True,False,False,0.661,219430,211480,0.0362,0,1,1.306420280828026,0.4679866660701127
22,Comedy,1,10.0,6.77,56.5,False,False,False,0.987,483058,395002,0.1823,0,0,2.3722359311312005,2.513780543725622
22,Comedy,2,4.58,5.18,24.4,True,False,False,0.78,395002,312549,0.2087,1,3,-1.6032682750546654,-0.7079054667941777
22,Comedy,3,9.59,7.84,41.6,True,True,True,0.909,312549,273388,0.1253,0,2,0.4965604632856812,2.7112964903424728
22,Comedy,4,6.05,3.12,42.9,False,False,False,0.632,273388,220330,0.1941,0,1,0.011988735174562212,-1.5055074231994452
22,Comedy,5,4.52,8.12,60.9,True,False,False,0.936,220330,77634,0.6476,1,0,1.085664543344048,0.15175342010625276
22,Comedy,6,5.97,6.94,44.3,True,False,True,0.751,77634,66065,0.149,0,2,-0.42660363004095797,0.14224643749092364
22,Comedy,7,5.79,2.94,40.8,False,False,False,0.63,66065,57236,0.1336,0,1,-0.15757491258747047,-1.6626125313220592
22,Comedy,8,4.99,6.84,55.7,False,True,False,0.618,57236,19442,0.6603,1,1,-0.2961305665647629,-0.9625435664551761
23,Comedy,1,9.02,3.64,43.4,True,True,False,0.718,866976,664287,0.2338,1,1,0.8446964099636386,0.3448995337505754
23,Comedy,2,6.86,7.66,42.6,False,False,False,0.57,664287,341457,0.486,1,2,-1.4034716004698373,0.2921487900919113
23,Comedy,3,8.63,3.8,46.2,False,False,False,0.738,341457,269573,0.2105,1,1,1.0333549025734856,0.2292298617618587
23,Comedy,4,7.71,6.67,37.4,True,False,False,0.863,269573,82382,0.6944,1,2,-0.05848858937594691,1.3365263900626074
23,Comedy,5,7.85,5.44,40.6,False,False,False,0.631,82382,47641,0.4217,1,2,-0.4813448231332237,0.20304535498373857
23,Comedy,6,5.87,4.73,47.9,True,False,False,0.997,47641,30710,0.3554,1,0,1.5509296098462466,0.010525975831768418
23,Comedy,7,9.36,6.93,53.9,False,True,True,0.653,30709,14181,0.5382,1,2,0.5113105304851983,1.28490901585733
23,Comedy,8,9.22,6.26,48.1,True,False,True,0.693,14181,11353,0.1994,1,2,0.4028846669189186,1.2047597310292855
24,Drama,1,6.74,6.33,30.4,False,False,True,0.756,439889,348489,0.2078,1,3,-1.1648574026625125,0.5471680261408306
24,Drama,2,7.4,6.26,28.2,False,False,False,0.922,348489,268510,0.2295,1,3,-0.4487638675509963,1.383665166732655
24,Drama,3,6.32,8.03,32.3,False,False,True,0.748,268510,177791,0.3379,1,2,-1.6060701438490839,0.8886777091926834
24,Drama,4,5.77,8.36,34.5,False,False,False,0.727,177791,114618,0.3553,1,2,-1.7246545762156567,0.6411738548229001
24,Drama,5,6.49,3.53,38.3,True,False,True,0.918,114618,98545,0.1402,0,3,0.9052610801332246,-0.19510007349283115
24,Drama,6,9.04,6.1,34.7,False,False,True,0.8,98545,85070,0.1367,0,2,-0.14244490487074063,1.6210338000452882
24,Drama,7,6.31,4.43,57.9,True,False,True,0.741,85070,70185,0.175,0,1,1.3428075379083446,-0.8432501162500777
24,Drama,8,7.56,5.25,36.5,True,False,False,0.899,70185,62440,0.1103,0,3,0.40108357418307106,0.8914174537426108
25,Romance,1,6.53,9.44,47.5,False,False,True,0.694,664941,474268,0.2868,1,2,-1.027096275279838,1.0584706050126165
25,Romance,2,6.23,1.86,40.6,True,False,False,0.756,474268,455912,0.0387,0,1,0.7744577100591766,-1.4432469881470655
25,Romance,3,6.67,3.4,47.2,True,True,False,0.715,455911,426015,0.0656,0,1,0.7536462102480349,-0.9310717777966898
25,Romance,4,8.27,4.79,39.6,False,False,False,0.638,426015,384568,0.0973,0,1,-0.2677601971623728,0.2125789117525444
25,Romance,5,4.72,3.92,35.1,True,False,False,0.789,384567,341688,0.1115,0,3,-0.358638040141668,-1.2405239199112723
25,Romance,6,6.71,8.52,44.6,True,True,False,0.687,341688,247202,0.2765,1,2,-0.9925493056275586,0.8484612496724057
25,Romance,7,7.91,3.99,40.3,True,True,False,0.674,247202,234535,0.0512,0,1,0.10347503838970915,-0.1415788749249599
25,Romance,8,5.66,9.42,38.7,False,False,False,0.879,234534,153219,0.3467,1,2,-1.0352268027038163,1.3566503015861762
26,Crime,1,8.82,6.0,46.8,False,True,True,0.771,501972,482884,0.038,0,2,0.6496779204905069,1.1848601721599537
26,Crime,2,7.91,4.8,38.5,False,True,False,0.647,482884,452407,0.0631,0,1,-0.3823798162683082,0.09143972417472687
26,Crime,3,6.97,5.76,39.0,False,False,True,0.942,452407,430694,0.048,0,0,0.5347137084132692,0.879606126863882
26,Crime,4,8.94,7.02,38.4,False,False,False,0.585,430694,371398,0.1377,0,2,-1.0946170250427951,1.1737553851816227
26,Crime,5,5.98,4.57,42.8,True,False,True,0.661,371398,342464,0.0779,0,1,-0.2831113897165806,-0.9377197782435139
26,Crime,6,4.65,3.03,34.0,False,False,False,0.681,342464,322703,0.0577,0,3,-0.6923506673508245,-1.8997713881429883
26,Crime,7,5.03,6.31,25.7,False,True,True,0.841,322703,261308,0.1903,0,3,-1.4606642047208367,0.06872501088166628
26,Crime,8,7.05,7.39,43.1,False,True,False,0.973,261308,215494,0.1753,0,0,0.5509668402933035,1.5162185208823238
27,Romance,1,7.74,3.14,47.2,False,True,False,0.788,821260,656232,0.2009,1,1,1.3526273475070467,-0.2897716984925267
27,Romance,2,5.28,5.66,23.0,True,False,False,0.579,656232,464193,0.2926,1,3,-2.6150583677373307,-0.7993407460691484
27,Romance,3,6.12,6.95,34.6,False,False,True,0.715,464192,331064,0.2868,1,2,-1.312347896754201,0.2727694157987486
27,Romance,4,4.86,7.64,55.8,False,False,False,0.873,331064,98417,0.7027,1,0,0.6065262053054061,0.03842356439658499
27,Romance,5,8.35,3.94,40.7,True,False,True,0.659,98417,73036,0.2579,1,1,0.16318765104375818,-0.002911976053602403
27,Romance,6,6.62,4.35,48.4,True,False,False,0.845,73036,56281,0.2294,1,0,1.1545262928182742,-0.2419219304082013
27,Romance,7,5.71,4.11,50.1,True,False,True,0.709,56281,46891,0.1668,0,1,0.5739647368573217,-1.2056910053583123
